reviewer_id,case_id,category,language,source_text,source_text_valid,language_valid,intent_valid,target_valid,conditions_valid,policy_valid,outcome_valid,claims_valid,notes
R2,V2C-0000,parallel_semantic,ko,출처가 확인되면 QV0000의 2022년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0307,parallel_semantic,en,Please substantiate the 2023 net_income figure associated with QV0306,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0308,parallel_semantic,ko,출처가 확인되면 QV0308의 2025년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0309,parallel_semantic,en,Please substantiate the 2025 assets figure associated with QV0308,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0310,parallel_semantic,ko,출처가 확인되면 QV0310의 2022년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0311,parallel_semantic,en,Please substantiate the 2022 net_income figure associated with QV0310,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0312,parallel_semantic,ko,출처가 확인되면 QV0312의 2024년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0313,parallel_semantic,en,Please substantiate the 2024 assets figure associated with QV0312,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0314,parallel_semantic,ko,출처가 확인되면 QV0314의 2026년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0315,parallel_semantic,en,Please substantiate the 2026 net_income figure associated with QV0314,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0316,parallel_semantic,ko,출처가 확인되면 QV0316의 2023년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0317,parallel_semantic,en,Please substantiate the 2023 assets figure associated with QV0316,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0318,parallel_semantic,ko,출처가 확인되면 QV0318의 2025년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0319,parallel_semantic,en,Please substantiate the 2025 net_income figure associated with QV0318,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0320,parallel_semantic,ko,출처가 확인되면 QV0320의 2022년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0321,parallel_semantic,en,Please substantiate the 2022 assets figure associated with QV0320,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0322,parallel_semantic,ko,출처가 확인되면 QV0322의 2024년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0323,parallel_semantic,en,Please substantiate the 2024 net_income figure associated with QV0322,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0324,parallel_semantic,ko,출처가 확인되면 QV0324의 2026년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0325,parallel_semantic,en,Please substantiate the 2026 assets figure associated with QV0324,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0326,parallel_semantic,ko,출처가 확인되면 QV0326의 2023년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0327,parallel_semantic,en,Please substantiate the 2023 net_income figure associated with QV0326,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0328,parallel_semantic,ko,출처가 확인되면 QV0328의 2025년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0329,parallel_semantic,en,Please substantiate the 2025 assets figure associated with QV0328,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0330,parallel_semantic,ko,출처가 확인되면 QV0330의 2022년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0331,parallel_semantic,en,Please substantiate the 2022 net_income figure associated with QV0330,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0332,parallel_semantic,ko,출처가 확인되면 QV0332의 2024년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0333,parallel_semantic,en,Please substantiate the 2024 assets figure associated with QV0332,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0334,parallel_semantic,ko,출처가 확인되면 QV0334의 2026년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0335,parallel_semantic,en,Please substantiate the 2026 net_income figure associated with QV0334,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0336,parallel_semantic,ko,출처가 확인되면 QV0336의 2023년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0337,parallel_semantic,en,Please substantiate the 2023 assets figure associated with QV0336,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0338,parallel_semantic,ko,출처가 확인되면 QV0338의 2025년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0339,parallel_semantic,en,Please substantiate the 2025 net_income figure associated with QV0338,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0340,parallel_semantic,ko,출처가 확인되면 QV0340의 2022년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0341,parallel_semantic,en,Please substantiate the 2022 assets figure associated with QV0340,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0342,parallel_semantic,ko,출처가 확인되면 QV0342의 2024년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0343,parallel_semantic,en,Please substantiate the 2024 net_income figure associated with QV0342,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0344,parallel_semantic,ko,출처가 확인되면 QV0344의 2026년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0345,parallel_semantic,en,Please substantiate the 2026 assets figure associated with QV0344,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0346,parallel_semantic,ko,출처가 확인되면 QV0346의 2023년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0347,parallel_semantic,en,Please substantiate the 2023 net_income figure associated with QV0346,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0348,parallel_semantic,ko,출처가 확인되면 QV0348의 2025년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0349,parallel_semantic,en,Please substantiate the 2025 assets figure associated with QV0348,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0350,parallel_semantic,ko,출처가 확인되면 QV0350의 2022년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0351,parallel_semantic,en,Please substantiate the 2022 net_income figure associated with QV0350,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0352,parallel_semantic,ko,출처가 확인되면 QV0352의 2024년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0353,parallel_semantic,en,Please substantiate the 2024 assets figure associated with QV0352,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0354,parallel_semantic,ko,출처가 확인되면 QV0354의 2026년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0355,parallel_semantic,en,Please substantiate the 2026 net_income figure associated with QV0354,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0356,parallel_semantic,ko,출처가 확인되면 QV0356의 2023년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0357,parallel_semantic,en,Please substantiate the 2023 assets figure associated with QV0356,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0358,parallel_semantic,ko,출처가 확인되면 QV0358의 2025년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0359,parallel_semantic,en,Please substantiate the 2025 net_income figure associated with QV0358,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0360,parallel_semantic,ko,출처가 확인되면 QV0360의 2022년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0361,parallel_semantic,en,Please substantiate the 2022 assets figure associated with QV0360,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0362,parallel_semantic,ko,출처가 확인되면 QV0362의 2024년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0363,parallel_semantic,en,Please substantiate the 2024 net_income figure associated with QV0362,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0364,parallel_semantic,ko,출처가 확인되면 QV0364의 2026년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0365,parallel_semantic,en,Please substantiate the 2026 assets figure associated with QV0364,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0366,parallel_semantic,ko,출처가 확인되면 QV0366의 2023년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0367,parallel_semantic,en,Please substantiate the 2023 net_income figure associated with QV0366,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0368,parallel_semantic,ko,출처가 확인되면 QV0368의 2025년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0369,parallel_semantic,en,Please substantiate the 2025 assets figure associated with QV0368,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0370,parallel_semantic,ko,출처가 확인되면 QV0370의 2022년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0371,parallel_semantic,en,Please substantiate the 2022 net_income figure associated with QV0370,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0372,parallel_semantic,ko,출처가 확인되면 QV0372의 2024년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0373,parallel_semantic,en,Please substantiate the 2024 assets figure associated with QV0372,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0374,parallel_semantic,ko,출처가 확인되면 QV0374의 2026년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0375,parallel_semantic,en,Please substantiate the 2026 net_income figure associated with QV0374,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0376,parallel_semantic,ko,출처가 확인되면 QV0376의 2023년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0377,parallel_semantic,en,Please substantiate the 2023 assets figure associated with QV0376,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0378,parallel_semantic,ko,출처가 확인되면 QV0378의 2025년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0379,parallel_semantic,en,Please substantiate the 2025 net_income figure associated with QV0378,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0380,parallel_semantic,ko,출처가 확인되면 QV0380의 2022년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0381,parallel_semantic,en,Please substantiate the 2022 assets figure associated with QV0380,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0382,parallel_semantic,ko,출처가 확인되면 QV0382의 2024년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0383,parallel_semantic,en,Please substantiate the 2024 net_income figure associated with QV0382,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0384,parallel_semantic,ko,출처가 확인되면 QV0384의 2026년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0385,parallel_semantic,en,Please substantiate the 2026 assets figure associated with QV0384,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0386,parallel_semantic,ko,출처가 확인되면 QV0386의 2023년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0387,parallel_semantic,en,Please substantiate the 2023 net_income figure associated with QV0386,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0388,parallel_semantic,ko,출처가 확인되면 QV0388의 2025년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0389,parallel_semantic,en,Please substantiate the 2025 assets figure associated with QV0388,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0390,parallel_semantic,ko,출처가 확인되면 QV0390의 2022년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0391,parallel_semantic,en,Please substantiate the 2022 net_income figure associated with QV0390,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0392,parallel_semantic,ko,출처가 확인되면 QV0392의 2024년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0393,parallel_semantic,en,Please substantiate the 2024 assets figure associated with QV0392,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0394,parallel_semantic,ko,출처가 확인되면 QV0394의 2026년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0395,parallel_semantic,en,Please substantiate the 2026 net_income figure associated with QV0394,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0396,parallel_semantic,ko,출처가 확인되면 QV0396의 2023년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0397,parallel_semantic,en,Please substantiate the 2023 assets figure associated with QV0396,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0398,parallel_semantic,ko,출처가 확인되면 QV0398의 2025년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0399,parallel_semantic,en,Please substantiate the 2025 net_income figure associated with QV0398,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0400,template_unseen,ko,출처가 확인되면 QV0400의 2022년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0401,template_unseen,en,Please substantiate the 2023 revenue figure associated with QV0401,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0402,template_unseen,ko,출처가 확인되면 QV0402의 2024년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0403,template_unseen,en,Please substantiate the 2025 operating_income figure associated with QV0403,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0404,template_unseen,ko,출처가 확인되면 QV0404의 2026년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0405,template_unseen,en,Please substantiate the 2022 revenue figure associated with QV0405,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0406,template_unseen,ko,출처가 확인되면 QV0406의 2023년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0407,template_unseen,en,Please substantiate the 2024 operating_income figure associated with QV0407,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0408,template_unseen,ko,출처가 확인되면 QV0408의 2025년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0409,template_unseen,en,Please substantiate the 2026 revenue figure associated with QV0409,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0410,template_unseen,ko,출처가 확인되면 QV0410의 2022년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0411,template_unseen,en,Please substantiate the 2023 operating_income figure associated with QV0411,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0412,template_unseen,ko,출처가 확인되면 QV0412의 2024년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0413,template_unseen,en,Please substantiate the 2025 revenue figure associated with QV0413,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0414,template_unseen,ko,출처가 확인되면 QV0414의 2026년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0415,template_unseen,en,Please substantiate the 2022 operating_income figure associated with QV0415,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0416,template_unseen,ko,출처가 확인되면 QV0416의 2023년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0417,template_unseen,en,Please substantiate the 2024 revenue figure associated with QV0417,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0418,template_unseen,ko,출처가 확인되면 QV0418의 2025년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0419,template_unseen,en,Please substantiate the 2026 operating_income figure associated with QV0419,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0420,template_unseen,ko,출처가 확인되면 QV0420의 2022년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0421,template_unseen,en,Please substantiate the 2023 revenue figure associated with QV0421,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0422,template_unseen,ko,출처가 확인되면 QV0422의 2024년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0423,template_unseen,en,Please substantiate the 2025 operating_income figure associated with QV0423,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0424,template_unseen,ko,출처가 확인되면 QV0424의 2026년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0425,template_unseen,en,Please substantiate the 2022 revenue figure associated with QV0425,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0426,template_unseen,ko,출처가 확인되면 QV0426의 2023년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0427,template_unseen,en,Please substantiate the 2024 operating_income figure associated with QV0427,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0428,template_unseen,ko,출처가 확인되면 QV0428의 2025년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0429,template_unseen,en,Please substantiate the 2026 revenue figure associated with QV0429,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0430,template_unseen,ko,출처가 확인되면 QV0430의 2022년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0431,template_unseen,en,Please substantiate the 2023 operating_income figure associated with QV0431,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0432,template_unseen,ko,출처가 확인되면 QV0432의 2024년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0433,template_unseen,en,Please substantiate the 2025 revenue figure associated with QV0433,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0434,template_unseen,ko,출처가 확인되면 QV0434의 2026년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0435,template_unseen,en,Please substantiate the 2022 operating_income figure associated with QV0435,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0436,template_unseen,ko,출처가 확인되면 QV0436의 2023년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0437,template_unseen,en,Please substantiate the 2024 revenue figure associated with QV0437,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0438,template_unseen,ko,출처가 확인되면 QV0438의 2025년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0439,template_unseen,en,Please substantiate the 2026 operating_income figure associated with QV0439,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0440,template_unseen,ko,출처가 확인되면 QV0440의 2022년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0441,template_unseen,en,Please substantiate the 2023 revenue figure associated with QV0441,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0442,template_unseen,ko,출처가 확인되면 QV0442의 2024년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
R2,V2C-0443,template_unseen,en,Please substantiate the 2025 operating_income figure associated with QV0443,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=en
R2,V2C-0444,template_unseen,ko,출처가 확인되면 QV0444의 2026년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=template_unseen lang=ko
